RATING,KATEGORI,GAMBAR,PRODUK,BRAND,DESKRIPSI,HARGA,skin_type,keywords,allergen
"4,1",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/21ad3dcd81f1ddf7c8c49cd35ecf5b47.jpg,Solar Smart UV Protector SPF45 PA++++,Carasun,"Inovasi sunblock harian dari Carasun the Tropical Skin Expert! Solar Smart UV Protector melindungi optimal dengan SPF 45 yang menangkal 97.8% UVB, dan PA++++ perlindungan tertinggi terhadap UVA yang dapat memicu hypeRp igmentasi dan penuaan dini. Berkat teknologi yang dipatenkan CloudLike™️, Carasun memiliki tekstur unik seringan awan yang non-comedogenic, membuat kulitmu terasa nyaman dan tetap fresh hingga 8 jam! Formulanya yang Halal dibuat tanpa alkohol, teruji klinis sesuai untuk kulit sensitif. Diperkaya Ekstrak Beras dan CityStem, menutrisi kulit serta melindungi dari radikal bebas.
 
 Suitable for:
 Kulit normal, kulit kering, kulit berminyak
 
 Ingredients:
 Water, Propylene Glycol, Glycerin, Caprylyl Methicone, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Butylene Glycol, Niacinamide",Rp52.000,berminyak,"uv , spf , melindungi , fresh , butyl , menutrisi kulit , kulit kering kulit , kering kulit , formulanya , menutrisi",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1585547055_33656_larg_800x800.jpg,Sun Protect & White Serum Instant Aura SPF 50+,NIVEA,"Double UV protection dg SPF50+ dan PA+++ melindungi kulit wajah dr sinar UVA & UVB yg dapat menyebabkan berbagai kerusakan kulit. Instant Aura : mengandung Aura Booster, Licorice, & Vitamin E membuat kulit terlihat lebih cerah dan berseri. 
 Suitable for:
 Semua jenis kulit.
 Ingredients:
 Aqua, Homosalate, Polymethylsilsesquioxane, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Dimethicone, Glycerin, Phenylbenzimidazole Sulfonic Acid, Cyclomethicone, Alcohol Denat., Behenyl Alcohol, Cetearyl Alcohol, Phenoxyethanol, Dimethicone Crosspolymer, Sodium Hydroxide, CI 77891, Ethylparaben, Methylparaben, Sodium Stearoyl Glutamate, Trisodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Xanthan Gum, Mica, Sodium Chloride, Glyceryl Glucoside, Glycyrrhiza Glabra Root Extract, CI 16035, CI 10316, CI 75470.",Rp52.000,semua,"spf , butyl , melindungi kulit , uv , glucoside , root , melindungi , sinar , membuat kulit , cerah",Tidak
"4,1",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/1469262215_lg.jpg,Aloe Soothing Sun Cream,Cosrx,"Cosrx Aloe Soothing Sun Cream merupakan sun protection yang dapat melindungi kulit dari sinar UVA dan UVB. Diklaim mampu meningkatkan lapisan perlindungan kulit berkat kandungan Aloe Arborescens Extract yang mencapai 5.500 ppm, dilengkapi dengan SPF50+ dan PA +++ ini juga mampu memberikan sensasi soothing saat digunakan, serta membantu menghidrasi kulit dengan baik. 
  
  How to use:
  Aplikasikan pada wajah secara merata 30 menit sebelum teRp apar sinar matahari.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Water, Ethylhexyl Methoxycinnamate, Glycerin, Propylene Glycol, Cyclopentasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Dicaprylyl Carbonate, Isoamyl P-Methoxycinnamate, Potassium Cetyl Phosphate, Alcohol",Rp175.000,semua,"sinar , saat , matahari , dilengkapi , cyclopentasiloxane , melindungi kulit , spf , melindungi , kandungan , merata",Tidak
"4,3",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1608175030_LC_Super_U_800x800.jpg,Light Complete Super UV Spot Proof Watery Sunscreen,Garnier,"Garnier Light Complete Super UV Spot*-Proof Sunscreen. Berikan kulitmu PERLINDUNGAN GANDA dari paparan SINAR UV dan munculnya NODA HITAM*. 
  
  Formulanya diperkaya dengan : 
  - SPF 50 + : Perlindungan kulit tertinggi dari sinar UVA & UVB untuk lawan penggelapan kulit, timbulnya noda hitam & kusam
  - Vitamin C : Cerahkan kulit & samarkan noda hitam
  - Vitamin E : Lindungi kulit dari sinar matahari dan debu polusi
  
 Suitable for:
 Kulit normal, kulit berminyak
 Ingredients:
 Vitamin C",Rp65.000,berminyak,"noda hitam , uv , noda , sinar , hitam , vitamin , matahari , formulanya , normal kulit , kusam",Tidak
"4,1",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1571371590_Untitled_d_800x800.jpg,UV Mild Milk,Skin Aqua,"Skin Aqua UV Mild Milk melindungki kulit dari sinar UVA dan UVB dengan SPF 25 PA++. Mengandung Improved Hyaluronic Acid, Collagen, dan Vitamin E yang melembabkan, melembutkan, dan mempertahankan elastisitas kulit.
  
  How To Use:
  Usapakan di wajah yang telah dibersihkan. Biarkan hingga meresap dan gunakan make up seperti biasa.
  
  Suitable For:
  Untuk kulit kering dan sensitif.
  
 Ingredients:
  Aqua, Octinoxate, Ethylhexyl Triazone, Cyclomethicone, PEG-60 Hydrogenated Castor Oil, Sodium Hyaluronate, Hydrolyzed collagen, Arginine, Squalane, Polyquaternium-51, Triethylhexanoin, 1,2-Hexanediol, Cetyl Alcohol",Rp48.000,kering,"uv , seperti , make , spf , sinar , sensitif , melembabkan , vitamin , kulit kering , kering",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1614670648_Untitled_2_800x800.jpg,UV Whitening Milk,Skin Aqua,"Skin Aqua UV Whitening Milk merupakan sun protection dengan kandungan SPF 50 untuk perlindungan 50x lebih lama terhadap sinar UV-B yang menyebabkan kulit terbakar dan PA++++ untuk perlindungan terhadap UV-A yang menyebabkan penuaan dini dan kulit menjadi lebih gelap. Mengandung Improved Hyaluronic Acid (AcHA) untuk melembabkan dan melembutkan kulit. Mengandung Tranexamic Acid untuk mencerahkan dan menyamarkan noda hitam di kulit. Tidak menggunakan bahan pewarna dan parfum. Water based formula yang cepat meresap, ringan di kulit, dan tidak menimbulkan whitecast
  
  How To Use: 
  Usapakan di wajah yang telah dibersihkan. Biarkan hingga meresap dan gunakan make up seperti biasa.
  
  Suitable For:
  Kulit kering
  
 Ingredients:
 Aqua (Water), Ethylhexyl Methoxycinnamate, Butylene Glycol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Polymethylsilsesquioxane, Cyclopentasiloxane, Tranexamic Acid, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polysorbate 60, Cetearyl Alcohol, Silica, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Decyl Glucoside, Titanium Dioxide, Phenoxyethanol, Triethanolamine, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Hexylglycerin, Disodium EDTA, Propylene Glycol, Xanthan Gum, Sodium Acetylated Hyaluronate (Acha)",Rp48.000,kering,"uv , tidak , titanium dioxide , titanium , seperti , dioxide , menyamarkan noda , cyclopentasiloxane , noda hitam , make",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1589963145_skinaqua_800x800.jpg,Tone Up UV Essence SPF50+ PA++++,Skin Aqua,"Skin Aqua Tone Up UV Essence merupakan UV protection dan color control yang mengandung SPF 50+ PA++++ untuk melindungi kulit dari sinar UV-A dan UV-B. Berfungsi sebagai sunscreen sekaligus base make-up, dengan micro coated particle sebagai color control untuk mencerahkan dan meratakan warna kulit wajah.
  
  How to use:
  Aplikasikan secara merata pada wajah sebelum menggunakan make-up
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Water, Butylene Glycol, Caprylic/​Capric Triglyceride, Dimethicone, Triethylhexyl Trimellitate, Pentylene Glycol, PEG-12 Dimethicone, Ethylhexyl Methoxycinnamate, Glycol Dimethacrylate Crosspolymer, Diphenylsiloxy Phenyl Trimethicone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Titanium Dioxide, Sodium Hyaluronate, Passiflora Edulis Fruit Extract, Rosa Roxburghii Fruit Extract, Magnesium Ascorbyl Phosphate, Hydrolyzed Prunus Domestica, Polyglyceryl-2 Triisostearate, Polysilicone-13, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Trimethylsiloxysilicate, Cyclopentasiloxane, Synthetic FluoRp hlogopite, Polystyrene, Polyvinyl Alcohol, Silica, Hydroxyethylcellulose, Alumina, Polyquaternium-51, Tin Oxide, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Ci 42090, Ci 73360, Fragrance",Rp150.000,semua,"uv , make , spf , titanium dioxide , titanium , dioxide , cyclopentasiloxane , melindungi kulit , ascorbyl , melindungi",Tidak
"4,2",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1545207862_St_Ives_Fr_800x800.jpg,Fresh Skin Apricot Scrub,St. Ives,"St. Ives Fresh Skin Apricot Scrub adalah scrub yang dapat membersihkan secara mendalam, dan membuat kulit menjadi halus dan bercahaya secara seketika. Terbuat dari 100% bahan eksfolian alami.
  
  How To Use:
  Basahi Wajah. Tuangkan scrub secukupnya dan pijat lembut ke seluruh bagian wajah. Bilas hingga bersih.
  
  Suitable For:
  Kulit kering, kulit sensitif
  
 Ingredients:
  Water (Aqua, Eau), Juglans Regia (Walnut) Shell Powder, Glyceryl Stearate, Glycerin, Sodium Lauryl Sulfoacetate, Zea Mays (Corn) Kernel Meal, Cocamidopropyl Betaine, Cetearyl Alcohol, Cetyl Alcohol, PEG-100 Stearate, Cetyl Acetate, Titanium Dioxide (CI 77891), Polysorbate 60, Ceteareth-20, Acetylated Lanolin Alcohol, Triethanolamine, Carbomer, Fragrance (Parfum), PPG-2 Methyl Ether, Phenethyl Alcohol, Limonene, Linalool, Methylisothiazolinone, Prunus Armeniaca (Apricot) Fruit Extract.",Rp69.000,sensitif,"scrub , fresh , skin , titanium dioxide , titanium , dioxide , bersih kulit , kulit kering kulit , kering kulit , parfum",Ya
"4,1",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1548323517_St.Ives_Sc_800x800.jpg,Acne Control Apricot Scrub,St. Ives,"St. Ives Blemish Control Apricot Scrub adalah scrub yang mengandung 2% Salicylic Acid yang mampu membersihkan pori-pori secara lembut dan mencegah jerawat bermunculan. Formulanya telah teruji secara dermatologis, tidak mengandung paraben, tidak mengandung minyak, dan tidak menyebabkan alergi.
  
  How To Use:
  Aplikasikan pada wajah yang telah dibersihkan, diamkan beberapa saat, lalu bilas dengan air hangat
  
  Suitable For:
  Kulit normal
  
 Ingredients:
  WATER, JUGLANS REGIA (WALNUT) SHELL POWDER, GLYCERYL STEARATE SE, PROPYLENE GLYCOL, SODIUM LAURETH SULFATE, ZEA MAYS (CORN) KERNEL MEAL, COCAMIDOPROPYL BETAINE, CETEARYL ALCOHOL, CETYL ALCOHOL",Rp55.000,normal,"tidak , scrub , pori , saat , formulanya , mencegah , pori pori , jerawat , minyak , normal",Tidak
"4,2",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1571720685_Untitled_d_800x800.jpg,Gentle Smoothing Oatmeal Scrub & Mask,St. Ives,"St. Ives Gentle Smoothing Oatmeal Scrub & Mask mengandung oatmeal dan madu yang menyejukkan scrub sekaligus masker yang dapat mengangkat kulit kesam dengan bubuk kulit kenari.
  
  How To Use:
  Basahi Wajah. Tuangkan scrub secukupnya dan pijat lembut ke seluruh bagian wajah. Bilas hingga bersih.
  
  Suitable For:
  Kulit sensitif
  
 Ingredients:
  Water, Sodium Methyl 2-Sulfolaurate, Glycerin, Hydrated Silica, Decyl Glucoside, Acrylates/Palmeth-25 Acrylate Copolymer, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium 2-Sulfolaurate",Rp69.000,sensitif,"scrub , bersih kulit , glucoside , kulit sensitif , sensitif , mengangkat , bersih , lembut",Tidak
"4,3",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1628051184_70d6df80_8_800x800.png,Lemon Bright PHA Gauze Peeling,Neogen,"Neoge Bio-Peel Gauze Peeling Lemon dikemas dalam bentuk cotton pad yang memiliki fungsi utama sebagai eksfoliator yang lembut dan tidak membuat kulit menjadi iritasi. Mengandung ekstrak buah Lemon yang kaya akan vitamin C sebagai antioksidan. Efektif untuk mengangkat sisa-sisa kotoran dan sel-sel kulit mati dari wajah, menghasilkan wajah yang lebih cerah serta kulit yang lebh kenyal dan halus.
  
  How to Use:
  Usapkan bagian kapas yang kasar terlebih dahulu pada wajah yang telah dibersihkan sebelumnya sebagai eksfoliator. Kemudian usapkan bagian kapas sebaliknya yang halus untuk melembapkan kulit. Bilas wajah dengan air hingga bersih setelahnya.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Water, Butylene Glycol, Glycerin, Citrus Limon (Lemon) Fruit Extract, Phenoxyethanol, Ethylhexylglycerin, Alcohol Denat., PEG/PPG017/6 Copolymer, Sodium Hyaluronate, Melissa Officinalis Leaf Extract , Cymbopogon Citratus Extract, Citrus Unshiu Peel Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Tricholoma Matsutake Extract, Cordyceps Sinensis Extract , Citrus Paradisi (Grapefruit) Fruit Extract, Pisum Sativum (Pea) Extract, Glycine Soja (Soybean) Seed Extract, Vitis Vinifera (Grape) Fruit Extract, Saururus Chinensis Leaf/Root Extract, Arnica Montana Flower Extract, Artemisia Absinthium Extract, Broussonetia Kazinoki Bark Extract, Coptis Chinensis Root Extract , PEG-60 Hydrogenated Cator Oil, Carbomer, Tartaric Acid , Glycolic Acid , Lactic Acid , Tromethamine, Disodium EDTA, Benzophenone-5, CI 19140, CI 17200, Fragrance",Rp69.000,semua,"root , sel , halus , peeling , melembapkan , kulit bersih , efektif , flower , antioksidan , iritasi",Tidak
"4,1",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1516342202_Cosrx_One__800x800.jpg,One Step Original Clear Pad,Cosrx,"COSRX One Step Pimple Clear Pad merupakan cotton pad basah kaya akan essence yang efektif dalam mengatasi jerawat. Produk yang praktis dan mudah digunakan ini dapat menenangkan dan meredakan iritasi akibat jerawat. Membersihkan pori-pori dari kotoran dan minyak, untuk mencegah jerawat baru. Membersihkan sel kulit mati dengan lembut untuk mempercepat proses regenerasi dan penyembuhan alami kulit. Direkomendasikan untuk semua jenis kulit terutama yang memiliki masalah jerawat. Mengandung Plester hydro-colloid transparan yang membantu menyembuhkan jerawat dan komedo putih agar tertutup. Melindungi jerawat atau luka akibat jerawat dari paparan debu, kotoran dan bakteri. Meminimalisir peradangan dan infeksi. Luka jerawat akan rata dalam waktu semalam! Dapat menyerap sekresi dari jerawat sambil memberikan kelembaban yang cukup. 
  
  How To Use: 
  Ambil cotton pad gunakan bagian kapas yang bertekstur untuk eksfoliasi lalu gunakan bagian kapas lainnya untuk menghidrasi kulit pada seluruh wajah. 
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
  Salix Alba (Willow) Bark Water, Butylene Glycol, Glycerin, Betaine Salicylate, 1,2-Hexanediol, Arginine, PEG-60 Hydrogenated Castor Oil, Panthenol, Allantoin, Ethyl Hexanediol, Citrus Aurantium Dulcis (Orange) Peel Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hydroxide, Sodium Hyaluronate.",Rp240.000,semua,"jerawat , pori , kotoran , membersihkan , masalah , menyerap , efektif , mengatasi , menenangkan , semua jenis kulit",Tidak
4,scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1500450117_Emina_Ap_800x800.jpg,Apricot Jam Face Scrub,Emina,"Berfungsi untuk menghilangkan sel kulit mati penyebab kusam- berminyak dan jerawat dengan lembut dan natural. Aman untuk semua jenis kulit. Emina Apricot Jam Face Scrub dengan Biji Aprikot dan Minyak Zaitun di dasar gliserin memberikan pengelupasan lembab dan alami untuk mengangkat sel kulit mati dan kotoran. Membuat kulit anda selalu terlihat sehat dan segar, tampil cantik sepanjang hari.
 
 Suitable for:
 Kulit normal
 
 Ingredients:
 Aqua, Cetyl Alcohol, Steryl alcohol, Glyceryl stearate, Polyethylene, Apricot (Prunus armeniaca) Seed Powder, Lanolin Anhydrous, Isopropyl Myristate, Lanolin Alcohol, Sodium Laureth Sulfate, Olive (Olea Europaea) Oil, Fragrance, Phenoxyethanol, Methylparaben, Propylparaben, Tocopheryl Acetate, Ethylhexylglycerin.",Rp25.000,"normal, berminyak, semua","face , sel kulit mati , mati , kulit mati , sel kulit , sel , scrub , menghilangkan , kusam , segar",Tidak
"4,2",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1454990462_cosrx_aha__800x800.jpg,AHA 7 Whitehead Power Liquid,Cosrx,"Cosrx AHA 7 Whitehead Power Liquid merupakan cairan eksfoliasi berbahan dasar sari apel yang mengandung AHA alami berupa Glycolic Acid. Dapat mengeksfoliasi kulit secara mendalam, menghaluskan pori-pori, mengurangi penumpukan kulit mati pada lapisan epidermis kulit, dan membersihkan pori-pori dari masalah whiteheads.
  Produk ini dapat mengatur sel kulit mati tanpa stimulasi yang berlebihan, membantu skin management dan membuat kulit lebih sehat dan tampak penuh vitalitas.
  
  How to Use:
  Tuangkan cairan ke kapas, lalu usapkan pada kulit yang sudah dibersihkan dengan sedikit memijat dan gunakan secara teratur.
  
  Suitable for:
  Semua jenis kulit.
  
 Ingredients:
  Pyrus Malus (Apple) Fruit Water, Butylene Glycol, Glycolic Acid, Water, Niacinamide, Sodium Hydroxide, 1,2-Hexanediol, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol",Rp205.000,semua,"pori , pori pori , mati , kulit mati , masalah , sel kulit mati , mengurangi , skin , sel kulit , sel",Tidak
"3,9",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1454990324_cosrx_BHA__800x800.jpg,BHA Blackhead Power Liquid,Cosrx,"Cosrx BHA Blackhead Power Liquid merupakan cairan exfoliator yang membantu melawan masalah komedo dan jerawat. 
  Produk ini membersihkan kulit secara mendalam untuk membantu mengeluarkan kotoran dari dalam pori-pori dan mencegah terbentuknya komedo.
  
  How to Use:
  Tuangkan cairan ke kapas, lalu usapkan pada kulit yang sudah dibersihkan dengan sedikit memijat dan gunakan secara teratur.
  Selama menggunakan produk ini, hindari penggunaan produk lain yang mengandung AHA, BHA (include Betain Salicylate), Retinal, Vitamin C (Ascorbic Acid) dalam kadar yang tinggi secara bersamaan untung mencegah terjadinya iritasi.
  
  Suitable for:
  Semua jenis kulit, terutama kulit dengan masalah komedo dan jerawat. Tidak disarankan bagi ibu hamil.
  
 Ingredients:
  Salix Alba (Willow) Bark Water, Butylene Glycol, Betaine Salicylate, Niacinamide, 1,2-Hexanediol, Arginine, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol",Rp235.000,semua,"masalah , mencegah , pori , jerawat , membantu , hindari , iritasi , pori pori , kotoran , tidak",Tidak
"4,2",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1571720718_Untitled_d_800x800.jpg,Radiant Skin Pink Lemon & Mandarin Orange Scrub,St. Ives,"St. ives Radiant Skin Pink Lemon & Mandarin Orange Scrub memiliki kandungan pink lemon dan kulit jeruk mandarin yang dapat menghaluskan kulit yang kasar dan meratakan warna kulit untuk mendapatkan kulit yang bercahaya.
  
  How To Use:
  Basahi Wajah. Tuangkan scrub secukupnya dan pijat lembut ke seluruh bagian wajah. Bilas hingga bersih.
  
  Suitable For:
  Kulit Kombinasi
  
 Ingredients:
  Water (Aqua), Hydrated Silica, Sodium Methyl 2-Sulfolaurate, Glycerin, Decyl Glucoside, Acrylates/Palmeth-25 Acrylate Copolymer, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium 2-Sulfolaurate, Cocamidopropyl PG-Dimonium Chloride Phosphate, Fragrance (Parfum), Disodium EDTA, PPG-2 Methyl Ether, Phenethyl Alcohol, Polyacrylamide, Methylisothiazolinone, Citrus Medica Limonum (Lemon) Fruit Extract, Citrus Nobilis (Mandarin Orange) Peel Extract, Red 30 (CI 73360), Titanium Dioxide (CI 77891).",Rp55.000,kombinasi,"scrub , skin , titanium dioxide , titanium , dioxide , bersih kulit , parfum , glucoside , kandungan , bersih",Ya
"3,7",scrub,//image.femaledaily.com/dyn/210/images/prod-pics/product_1441355912_himalaya_p_800x800.jpg,Purifying Neem Scrub,Himalaya,"Himalaya Purifying Neem Scrub didesain khusus untuk membuat wajah bersih dan terbebas dari masalah kulit. Produk ini mengandung Neem yang dikenal dengan manfaat antibakteri nya yang dapat menjernihkan kulit dengan menghilangkan masalah kulit yang disebabkan oleh bakteri. Produk ini juga diperkaya oleh Apricot, secara lembut mengangkat komedo dan sel kulit mati. Wajah pun tampak halus, bersih, segar, dan bebas dari masalah kulit.
  
  How To Use:
  Aplikasikan scrub ke seluruh wajah, hindari daerah mata. Bilas dengan air bersih.
  
  Suitable For:
  Kulit berminyak
  
 Ingredients:
 Aqua, Stearic Acid, Caprylic/​Capric Triglyceride, Cetyl Alcohol, Crystalline Cellulose, Sorbitan, Sorbitan Stearate, Sucrose Cocoate, Ethanol, Ethylhexylglycerin, Fragrance, Carbomer, Prunus Armeniaca (Apricot) Seed Powder, Sodium Hydroxide, Benzyl Alcohol, Tocopheryl Acetate, Disodium EDTA, Melia Azadirachta Leaf Extract, Curcuma Longa Root Extract, Ci 77891, Ci 77289, Ci 7749",Rp21.000,berminyak,"masalah , scrub , bersih , menghilangkan , bersih kulit , hindari , bebas , root , sel kulit mati , mati",Ya
