RATING,KATEGORI,GAMBAR,PRODUK,BRAND,DESKRIPSI,HARGA,skin_type,keywords,allergen
"3,8",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1576036033_garnier_pi_800x800.jpg,Sakura White Pinkish Glow Whip Foam,Garnier,"Garnier Sakura White Pinkish Radiance Gentle Foam adalah sabun pembersih wajah bertekstur lembut untuk wajah tampak putih cerah merona. Diperkaya dengan Ekstrak Sakura, dapat membersihkan dengan lembut dan menyeluruh, membuat wajah tampak segar dan putih cerah merona dalam 7 hari. Formulanya lembut dan aman digunakan pada kulit sensitif. Telah teruji secara dermatologis.
  
  How To Use:
  Basuh wajah dengan air, aplikasikan sabun ke seluruh wajah secara merata, lalu bilas dengan air bersih
  
  Suitable For:
  Kulit sensitif
  
 Ingredients:
 Aqua/​Water, Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Glyceryl Distearate, Glyceryl Stearate, Kaolin, Methylisothiazolinone, PEG-14M, Salicylic Acid, Tetrasodium EDTA, Vaccinium Myrtillus Vaccinium Myrtillus Fruit Extract, Parfum/​Fragrance (B45079/​1)",Rp19.000,sensitif,"sabun , lembut , kulit sensitif , sensitif , cerah , bersih kulit , formulanya , parfum , diperkaya , stearic",Ya
"4,6",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1608520456_image_0_16_800x800.png,Serum Whip Foam,Pond's,"Diformulasikan dengan Vitamin B3 dan Activated Carbon yang dikenal dapat menyerap dan mengangkat kotoran dari permukaan sampai kedalam pori-pori kulit wajahmu. Pond’s Pure Bright dengan 3x Purify Power membuat wajah Anda 3x lebih bersih bercahaya.
 
 Suitable for:
 Kulit normal, kulit kering
 
 Ingredients:
 Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Decyl Glucoside, Palmitic Acid, Hydroxystearic Acid, Glyceryl Stearate, Sodium Hyaluronate",Rp25.000,kering,"pori , menyerap , normal kulit , kulit normal kulit , glucoside , pori pori , stearic , mengangkat , kotoran , normal",Tidak
"3,5",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626929619_8992304082_800x800.jpg,Pure Active Matcha Foam,Garnier,"Garnier Pure Active Matcha De-Tox Pollution & Oil Deep Clean Foam merupakan Sabun cuci muka untuk kulit bersih dari minyak berlebih dan debu polusi. Sabun cuci muka ini memiliki kandungan 100x antioksidan dari ekstrak Teh Hijau Matcha. Mampu membersihkan debu polusi secara menyeluruh, mengurangi minyak berlebih dan kekusaman.
  
  How to Use:
  Busakan sabun lalu cuci wajah dengan gerakan memutar, bilas dengan air hingga bersih.
  
  Suitable for:
  Kulit berminyak dan berjerawat
  
 Ingredients:
 Aqua/​Water, Sorbitol, Lauric Acid, Stearic Acid, Myristic Acid, Potassium Hydroxide, Glycol Distearate, Palmitic Acid, Kaolin, Sodium Cocoamphoacetate, Coco-Betaine, Parfum/​Fragrance, Aloe Barbadensis Leaf Juice Powder, Sodium Chloride, Sodium Hyaluronate, Ascorbyl Glucoside, Disodium EDTA, Hydroxypropyl Methylcellulose, Polyquaternium-7, Sodium Benzoate, Phenoxyethanol",Rp23.900,berminyak,"sabun , minyak berlebih , berlebih , minyak , bersih , bersih kulit , kulit bersih , berjerawat , benzoate , antioksidan",Ya
"3,4",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1596518619_61lKX7BZK9_800x800.jpg,White Beauty Spot-less Rosy White Facial Foam,Pond's,"POND’S White Beauty Spot-less Rosy White Daily Facial Foam teruji klinis menyamarkan noda hitam dalam 2 minggu. Untuk kulit tampak putih merona noda tersamarkan setiap hari.
 
 Suitable for:
 Kulit kering
 
 Ingredients:
 Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Lauric Acid, Glycol Distearate, Decyl Glucoside, Palmitic Acid, Hydroxystearic Acid, Glyceryl Stearate, Sodium Hyaluronate",Rp22.000,kering,"facial , noda , menyamarkan noda , noda hitam , glucoside , stearic , menyamarkan , hitam , kulit kering , kering",Tidak
"4,5",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1571718226_Copy_of_si_800x800.jpg,Refreshing Facial Wash Gel,Simple,"Simple Kind to Skin Refreshing Facial Wash Gel adalah sabun wajah yang dapat membersihkan makeup, kotoran, dan noda agar kulit lebih bersih dan segar. Mengandung Triple Purified Water dan vitamin untuk membantu membersihkan dan menutrisi kulit tanpa iritasi. Tidak mengandung pewarna, parfum/pewangi, ataupun sabun. 
  
  How To Use:
  Tuangkan sabun cuci muka secukupnya pada telapak tangan. Gosok secara perlahan hingga berbusa, lalu usapkan pada wajah yang sudah dibasahi.
  
  Suitable For:
  Semua Jenis Kulit (termasuk kulit sensitif).
  
 Ingredients:
  Aqua, Cocamidopropyl Betaine, Propylene glycol, Hydroxypropyl methyl cellulose, Panthenol, Tocopheryl Acetate, Pantolactone, Sodium hydroxide, Disodium EDTA, Sodium Hydroxymethylglycinate.",Rp55.000,semua,"sabun , facial , membersihkan , makeup , menutrisi kulit , kulit bersih , menutrisi , iritasi , parfum , noda",Ya
"3,5",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1596529913_acne_solut_800x800.jpg,Acne Solution AntiAcne Facial Foam,Pond's,"POND'S Acne Solution AntiAcne Facial Foam with Active Thymo-T Essence. Mengunci bakteri dengan Lock & Clear Technology untuk membantu menghilangkan jerawat dari akarnya. Efektif membantu mengatasi 10 penyebab kulit berminyak dan jerawat. Terbukti klinis mengurangi jerawat.
 
 Suitable for:
 Kulit berjerawat, kulit kering
 
 Ingredients:
 Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Decyl Glucoside, Glyceryl Stearate, Niacinamide, Perfume, Polyquaternium-7, Salicylic Acid",Rp27.000,"kering, berminyak","jerawat , facial , membantu , menghilangkan , efektif , berjerawat , mengatasi , glucoside , mengurangi , stearic",Tidak
"3,3",facial wash,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626929241_8991380700_800x800.jpg,Bright Complete Brightening Face Wash Foam,Garnier,"Foam yang lembut dan mudah dibilas dengan kekuatan sari lemon yang membersihkan secara menyeluruh untuk wajah tampak lebih cerah.
 
 Suitable for:
 Kulit normal, kulit kering
 
 Ingredients:
 Aqua/​Water, Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Glyceryl Distearate, Glyceryl Stearate, Kaolin, Benzyl Salicylate, Citrus Medica Limonum Fruit Extract",Rp25.000,kering,"face , normal kulit , kulit normal kulit , mudah , stearic , cerah , normal , kulit normal , membersihkan , kulit kering",Ya
"4,4",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626927709_6928820029_800x800.jpg,Micellar Cleansing Water All-in-1,Garnier,"Garnier Micellar Cleansing Water All-in-1 Makeup Remover & Cleanser adalah pembersih makeup sekaligus sabun pembersih wajah berteksur air yang lembut di wajah. Formulanya bekerja efektif menghapus makeup, membersihkan wajah, dan membuat kulit terasa segar. Pembersih serba guna ini memiliki kandungan Micellar Technology yang dapat mengangkat debu, minyak, dan makeup di wajah sekaligus menjadikan kulit terhidrasi dan segar tanpa membuatnya menjadi kering. Tidak mengandung pewarna, telah teruji secara dermatologis.
  
  How To Use:
  Tuang cleansing water pada kapas, lalu usapkan kapas ke seluruh wajah
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
  AQUA / WATER, HEXYLENE GLYCOL, GLYCERIN, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, POLOXAMER 184, POLYAMINOPROPYL BIGUANIDE, FIL B162919/3",Rp50.000,semua,"makeup , pembersih , segar , cleanser , sabun , efektif , formulanya , mengangkat , membuat kulit , minyak",Tidak
"4,7",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1641378030_FDBR_Pond__800x800.jpg,Vitamin Micellar Water,Pond's,"Selain membersihkan dan menyegarkan wajah, POND'S Vitamin Micellar Water Brightening Rose juga dapat menutrisi wajah berkat kandungan 100% Organic Natural French Roses dan 5 vitamin di dalamnya. Kelima vitamin tersebut adalah vitamin A untuk memperbaiki tekstur, B3 untuk membantu regenerasi, B5 untuk melembapkan, C untuk mencerahkan dan mengurangi kemerahan, serta E melawan polusi di kulit.
 
 Suitable for:
 Semua jenis kulit
 
 Ingredients:
 Water, Hexylene Glycol, Glycerin, Niacinamide, Rosa Gallica Flower Extract, Rosa Damascena Flower Oil, Sodium Ascorbyl Phosphate, Panthenol, Retinyl Propionate, Paeonia Lactiflora Root Extract",Rp25.000,semua,"vitamin , flower , melembapkan , menyegarkan , menutrisi , ascorbyl , root , tekstur , mengurangi , kandungan",Tidak
"4,2",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626927709_6928820029_800x800.jpg,Micellar Cleansing Water All-in-1,Garnier,"Micellar Cleansing Water adalah cara mudah untuk menghapus make-up, membersihkan dan memurnikan kulit, area mata dan bibir dalam 1 langkah tanpa perlu dibilas.
 
 Suitable for:
 Kulit berminyak, kulit kombinasi, kulit sensitif
 
 Ingredients:
  Aqua / Water, Hexylene Glycol, Alcohol Denat., Disodium Cocoamphodiacetate, Disodium EDTA, Poloxamer 184, Polyaminopropyl Biguanide",Rp39.000,sensitif,"make , mudah , kulit sensitif , sensitif , kulit berminyak , area , berminyak , membersihkan",Tidak
"4,4",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/1518179336_lg.jpg,Micellar Oil-Infused Cleansing Water,Garnier,"Garnier Micellar Oil-Infused Cleansing Water merupakan pembersih wajah yang memiliki kandungan minyak yang dapat dengan mudah mengangkat kotoran dan sisa makeup bahkan makeup yang wateRp roof sekalipun. Mengkombinasikan teknologi Micellar dan minyak Argan yang dapat menutrisi kulit. Formulanya lembut dan aman bagi kulit. 
  
  How to Use:
  Tuangkan ke kapas secukupnya, kemudian usapkan ke seluruh wajah secara lembut dan merata
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Aqua/​Water, Cyclopentasiloxane, Isohexadecane, Argania Spinosa Oil/​Argania Spinosa Kernel Oil, Benzyl Alcohol, Benzyl Salicylate, Butyl Methoxydibenzoylmethane, Ci 60725 /​ Violet 2, Decyl Glucoside, Dipotassium Phosphate, Disodium EDTA, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Geraniol, Haematococcus Pluvialis /​ Haematococcus Pluvialis Extract, Hexylene Glycol, Limonene, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyaminopropyl Biguanide, Potassium Phosphate, Sodium Chloride, Parfum/​Fragrance",Rp35.000,semua,"makeup , butyl , minyak , lembut , menutrisi kulit , cyclopentasiloxane , formulanya , menutrisi , parfum , glucoside",Ya
"4,5",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1537947928_Bioderma_S_800x800.jpg,Sensibio H2O,Bioderma,"Bioderma Sensibio H2O merupakan pembersih wajah tanpa dibilas yang dapat berfungsi sekaligus sebagai make up remover. Diformulasikan khusus menggunakan Highly Purified Water yaitu air termurni dan teraman (setara dengan water for injection) dengan melalui 9 tahap pemurnian, sehingga dapat mengurangi peradangan. Memiliki kandungan Dermo-Patented yang berfungsi memperkuat pertahanan kulit dan mengurangi sensitivitas kulit, maka produk ini cocok untuk digunakan oleh semua tipe kulit bahkan untuk kulit sensitif sekalipun. Sensibio H2O merupakan produk pertama yang menggunakan Micelle Technology. Dengan 2 tindakan unik yaitu: daya tinggi membersihkan dan restorative kulit atau tidak membuat kulit kering. Dengan micelle technology dan fatty acid ester, menjadikan produk ini memiliki pH yang seimbang dengan pH kulit yaitu: 5,5. 
  
  How to Use: 
  Tuangkan pada kapas, lalu sapukan pada area wajah dan mata yang ingin dibersihkan. Ulangi hingga tidak ada sisa kotoran di kapas. Tepuk-tepuk ringan wajah dengan jari untuk mengeringkan.
  
  Suitable for: 
  Kulit Normal dan Kulit Sensitif 
  
 Ingredients:
  AQUA/WATER, PEG-6, CAPRYLIC/CAPRIC GLYCERIDES, CUCUMBER FRUIT EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGO SACCHARIDES, PROPYLENE GLYCOL, DISSODIUM EDTA, CETRIMONIUM BROMIDE. Fragrance-Free, Paraben- Free, Hypoallergenic.",Rp238.000,"normal, sensitif, semua","mengurangi , kulit sensitif , sensitif , tidak , make , normal kulit , kulit normal kulit , diformulasikan , pembersih , membuat kulit",Tidak
"4,2",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1610514851_Nature_Dai_800x800.jpg,Nature Daily Seaweed Cleansing Micellar Water,Wardah,"Wardah Seaweed Cleansing Micellar Water merupakan pembersih wajah yang dapat mengangkat sisa makeup dan kotoran pada wajah secara efektif dan tidak meninggalkan rasa lengket pada wajah. Mengandung ekstrak rumput laut dan timun yang dapat menenangkan dan meremajakan kulit serta dapat menghilangkan bintik hitam atau bekas jerawat pada wajah. Memiliki formula yang lembut dan ringan pada kulit, cocok digunakan pada semua jenis kulit. 
  
  How to Use:
  Tuangkan pada kapas secukupnya kemudian usapkan pada area wajah secara merata
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Aqua, Dipropylene Glycol, Glycereth-26, Methyl Gluceth-20, Glycerin, Sodium PCA, Phenoxyethanol, Propylene Glycol, Butylene Glycol, Ulva Lactuca Extract, Xanthan Gum, Allantoin, Disodium EDTA, Ethylhexylglycerin, Sodium Hyaluronate, Lecithin, Adenosine, Potassium Sorbate, Sodium Benzoate, Fragrance, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Polysorbate 20",Rp48.000,semua,"makeup , menghilangkan , bekas , efektif , menenangkan , benzoate , semua jenis kulit , semua jenis , jenis kulit , formula",Tidak
"4,3",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1542871174_NIVEA_Mice_800x800.jpg,Micellair Skin Breathe Xpert Makeup Remover Micellar Water,NIVEA,"NIVEA Micellair Skin Breathe Xpert Micellar Water merupakan cairan pembersih wajah yang dapat mengangkat makeup bahkan wateRp roof makeup secara lembut tanpa meninggalkan residu. Diperkaya dengan ekstrak Black Tea sebagai antioksidan, Blackcurrant yang dapat memperbaiki dan menutrisi kulit, serta Blackberries yang dapat memberi kelembapan bagi kulit. 
  
  How to Use:
  Tuangkan produk secukupnya pada kapas, kemudian usapkan ke seluruh area wajah secara merata. Ulangi penggunaan hingga wajah benar-benar bersih.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Aqua, Poloxamer 124, Camellia Sinensis Leaf Extract, Glycerin, Decyl Glucoside, Sodium Cocoamphoacetate, 1,2-Hexanediol, Sodium Chloride, Citric Acid, Trisodium EDTA, Phenoxyethanol",Rp27.000,semua,"makeup , skin , camellia , menutrisi kulit , kelembapan , menutrisi , antioksidan , glucoside , diperkaya , pembersih",Tidak
"4,5",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1540354064_8617202b0d_800x800.jpeg,White Expert Purifying Makeup Remover,Safi,"SAFI White Expert Purifying Makeup Remover adalah pembersih makeup berbahan dasar air yang lembut yang berfungsi untuk membersihkan riasan wajah serta kotoran dengan mudah dan seksama, dan membantu menjaga kelembaban dan membantu memelihara elastisitas kulit dengan kandungan Bio Hialuronik.
  
  How To Use:
  Tuangkan pada kapas dan usapkan dengan lembut pada wajah untuk menghilangkan sisa riasan wajah dan kotoran. Tidak perlu dibilas.
  
  Suitable For:
  Cocok untuk semua jenis kulit termasuk kulit sensitif.
  
 Ingredients:
  Habbatus Sauda, OxyWhite dan Teknologi Micellar.",Rp35.000,semua,"makeup , kotoran , lembut , membantu , menghilangkan , kelembaban , menjaga , mudah , pembersih , kulit sensitif",Tidak
"3,5",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1489480797_nivea_make_800x800.jpg,Make Up Clear Micellar Water,NIVEA,"NIVEA Make Up Clear Micellar Water untuk Kulit Normal dan Berminyak merupakan penyegar untuk membersihkan wajah yang dapat melembabkan sekaligus menyegarkan. Produk ini dapat mengangkat tata rias dan membuat wajah lebih sehat dan ternutrisi. Produk ini sangat sempurna dalam membersihkan sisa kotoran tata rias.
  
  How to Use:
  Tuang sedikit Nivea Make Up Clear Micellar Water pada kapas, kemudian usap perlahan pada bagian mata, wajah, leher. 
  
  Suitable for:
  Kulit kombinasi, kulit normal, kulit berminyak.
  
 Ingredients:
 Aqua, Isohexadecane, PEG-8, Glycerin, Poloxamer 124, Paraffinum Liquidum, Panthenol, Tocopheryl Acetate, Chamomilla Recutita Flower Extract, Bisabolol, Steareth-20, Ceteth-20, Sodium Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Glycine Soja Oil, Cetrimonium Chloride, Trisodium EDTA, Phenoxyethanol, Methylparaben",Rp45.000,"normal, berminyak","make , berminyak , normal , kulit normal , membersihkan , menyegarkan , flower , normal kulit , kulit normal kulit , mengangkat",Tidak
"4,4",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1645513151_9147ca5a7d_800x800.jpg,Camomile Sumptuos Cleansing Butter,The Body Shop,"The Body Shop Camomile Sumptuous Cleansing Butter merupakan pembersih yang memanjakan kulit dalam menghilangkan semua sisa jenis make up dan kotoran pada wajah. Membuat kulit terasa bersih, lembut, dan segar. Cocok digunakan untuk kulit sensitif dan pengguna contact lens.
  
  How To Use :
  Gunakan pada wajah yang basah dan pijatkan pada kulit. Bilas dengan air hangat atau bersihkan dengan handuk bersih.
  
  Suitable For :
  Semua jenis kulit, kulit sensitif.
  
 Ingredients:
  Ethylhexyl Palmitate (Skin Conditioning Agent), Synthetic Wax (Binder/Emollient), PEG-20 Glyceryl Triisostearate (Skin Conditioning Agent), Olea Europaea Fruit Oil/Olea Europaea (Olive) Fruit Oil (Emollient), Butyrospermum Parkii Butter/Butyrospermum Parkii (Shea) Butter (Skin Conditioning Agent - Emollient)",Rp139.000,"sensitif, semua","skin , kulit sensitif , sensitif , bersih , menghilangkan , kulit kulit , kulit bersih , make , semua jenis , semua",Tidak
"4,5",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/1486100416_lg.jpg,All Clean Balm,Heimish,"Sebagai produk pembersih, Heimish All Clean Balm memberikan klaim mampu menghapus makeup secara menyeluruh bahkan yang wateRp roof sekalipun. Menariknya lagi, tekstur produk berjenis balm ini akan berubah menjadi minyak saat diaplikasikan pada kulit dan berubah milky saat dibilas.
 
 Suitable for:
 Kulit normal, kulit kering
 
 Ingredients:
 Ethylhexyl Palmitate, Cetyl Ethylhexanoate, PEG-20 Glyceryl Triisostearate, Polyethylene, PEG-8 Isostearate, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Fruit Extract, Citrus Aurantifolia (Lime) Fruit Extract, Freesia Refracta Extract, Iris Versicolor Extract, Jasminum Officinale (Jasmine) Extract, Lilium Tigrinum Extract, Leontopodium Alpinum Extract, Nelumbium Speciosum Flower Extract, Narcissus Pseudo-Narcissus (Daffodil) Flower Extract, Rose Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Amyris Balsamifera Bark Oil, Citrus Paradisi (Grapefruit) Peel Oil, Eucalyptus Globulus Leaf Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Juniperus Mexicana Oil, Boswellia Carterii Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Tocopheryl Acetate, 1, 2-Hexanediol.",Rp220.000,kering,"flower , saat , makeup , normal kulit , kulit normal kulit , tekstur , pembersih , minyak , normal , kulit normal",Tidak
"4,3",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/1492936891_lg.jpg,Sebium H2O,Bioderma,"Bioderma Sebium H2O adalah cairan micellar pembersih sisa make up yang tidak membuat kulit menjadi kering. Diperkaya dengan kandungan bahan yang membersihkan, glukonat zinc dan sulfat tembaga, Sébium H2O memurnikan kulit dan menahan laju sekresi sebaceous. Kulit menjadi lebih segar. Mengandung pewangi, hipoalergenik, bebas paraben, tidak menimbulkan komedo, bebas zat pewarna.
  
  How To Use :
  Tuangkan isi secukupnya pada kapas bersih, lalu sapukan dan bersihkan wajah dan area mata dengan lembut. Tepuk-tepuk wajah dengan handuk basah. Hindari terkena mata dan bibir.
  
  Suitable For :
  Kulit kombinasi, kulit berminyak
  
 Ingredients:
  AQUA/WATER/EAU, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, SODIUM CITRATE, ZINC GLUCONATE, COPPER SULFATE, GINKGO BILOBA LEAF EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, PROPYLENE GLYCOL, CITRIC ACID, DISODIUM EDTA, CETRIMONIUM BROMIDE, FRAGRANCE (PARFUM). [BI 442]",Rp219.000,berminyak,"bebas , tidak , hindari , make , parfum , diperkaya , segar , pembersih , kulit berminyak , membuat kulit",Ya
"3,9",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1629436866_PIXY20Clea_800x800.png,Cleansing Express Brightening,PIXY,"Pixy Cleansing Express merupakan pembersih sekaligus penyegar bebas alkohol yang lembut dengan 2-Way Bright dari Natural Whitening Powder, Soya Bean, Lecithin, dan Derivat Vitamin C, efektif membersihkan kulit dari sisa makeup, kotoran, dan minyak berlebih pada wajah tanpa membuatnya kering. Kulit bersih, lembut dan terasa lembab.
  
  How to Use:
  Gunakan untuk membersihkan makeup dengan menggunakan kapas
  
  Suitable for:
  Kulit normal
  
 Ingredients:
 Water, Propylene Glycol, PEG-6 Caprylic/​Capric Glycerides, PEG-7 Glyceryl Cocoate, Pachyrrhizus Erosus Root Extract, Phenoxyethanol, PEG-50 Hydrogenated Castor Oil, Methylparaben, Fragrance, Sodium Citrate, Tocopheryl Acetate, Disodium Cocoyl Glutamate, Disodium EDTA, Citric Acid, Magnesium Ascorbyl Phosphate, Ethylhexyl Methoxycinnamate, Styrene/​Vp Copolymer, Butylene Glycol, Glycerin, Hydroxylated Lecithin, Lactic Acid, Glycine Soja (Soybean) Seed Extract, BHT",Rp11.000,normal,"makeup , membersihkan , lembut , minyak berlebih , berlebih , kulit bersih , efektif , kering kulit , bebas , ascorbyl",Tidak
"4,5",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1618561318_18972_larg_800x800.jpg,Perfect Cleansing Water,Biore,"Biore Perfect Cleansing Water Soften Up merupakan pembersih wajah yang dapat mengangkat sisa makeup dankotoran dari wajah secara efektif hingga ke pori-pori. Memiliki tekstur seperti air yang ringan dan lembut bagi wajah. Menjadikan kulit tetap lembut, lembap dan cerah.
  
  How to Use:
  Tuangkan produk pada kapas secukupnya, kemudian usapkan pada seluruh area wajah. Ulangi penggunaan hingga wajah terasa bersih.
  
  Suitable for:
  Kulit normal cenderung kering
  
 Ingredients:
  Water, Dipropylene Glycol, PEG-12 Laurate, Butylene Glycol, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, PEG-8, PEG-6 Caprylic/Capric Glycerides, Sodium Citrate, Sodium Methyl Stearoyl Taurate, Citric Acid, Disodium EDTA, Phenoxyethanol, Methylparaben, o-Cymen-5-ol",Rp37.000,"normal, kering","pori , lembut , makeup , seperti , bersih kulit , efektif , pori pori , tekstur , pembersih , mengangkat",Tidak
"3,9",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/1440268490_lg.jpg,Purity Micellar Water,Corine de Farme,"Corine de Farme Purity Micellar Water terdiri dari misel, sebuah partikel kecil tensioactives yang menangkap kotoran pada permukaan epidermis.
  Formulanya dengan efektif menghapus make up dan membersihkan wajah, mata dan bibir. Dengan formula lembut dan ekstrak bunga peoni yang dikenal karena sifat toningnya, Purity Micellar Water ini membuat kulit segar dan menghargai kerapuhan kulit kering dan sensitif. Hasil yang lembut alami. Membuat kulit lembut, segar dan lembab, tanpa terasa gatal atau kencang.
  
  How To Use:
  Tuang pada kapas, lalu usapkan kapas ke seluruh wajah hingga bersih
  
  Suitable For:
  Kulit normal, kulit kering, kulit sensitif
  
 Ingredients:
  Aqua, Poloxamer 184, Glycerin, Peg-40 Hydrogenated Castor Oil, Sodium Benzoate, Parfum, Potassium Sorbate, Citric Acid, Disodium Edta, Paeonia Officinalis Flower Extract, Sodium Hydroxide.",Rp190.000,"kering, sensitif","lembut , segar , sensitif , membuat kulit , membuat , kulit kering , kering , bersih kulit , kulit kering kulit , efektif",Ya
"3,2",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1596530253_hsggs_800x800.png,White Beauty Shake & Clean,Pond's,"Pond’s White Beauty Shake & Clean merupakan pembersih unik yang terdiri dari dua lapisan: lapisan pembersih dan lapisan penyegar dalam satu kemasan. Formulanya tidak mengandung kadar alcohol yang tinggi, sehingga dapat membantu membersihkan sekaligus menyegarkan kulit wajah.
  
  How To Use : 
  
  Kocok dahulu sebelum dihunakan. Usapkan secara lembut pada seluruh wajah dengan menggunakan kapas dan tepuk-tepuk perlahan hingga mengering.
  
  Suitable For :
  Semua jenis kulit.
  
 Ingredients:
 Water, Cyclopentasiloxane, Isohexadecane, Alcohol Denat, Sodium Chloride, Potassium Lactate, Phenoxyethanol, Decyl Glucoside, Lactid Acid (0.2 %), Perfume, Niacinamide, Menthyl Lactate, Menthol, Sodium Hydroxide, Benzalkonium Chloride, Hydrolized Conchiolin Protein, Cl 26100.",Rp11.000,semua,"pembersih , cyclopentasiloxane , formulanya , menyegarkan , glucoside , tidak , membersihkan , lembut , membantu , semua jenis kulit",Tidak
"4,3",makeup remover,//image.femaledaily.com/dyn/210/images/prod-pics/product_1618563196_Makeup_Rem_800x800.jpg,Makeup Remover Cleansing Oil Sheet,Biore,"Selalu bersihkan riasan wajah setiap hari agar kulit wajah bisa bernapas dengan leluasa. Pastikan tidak ada sisa make up yang tertinggal dengan menggunakan Biore Make Up Remover Cleansing Oil Sheet. Penghapus riasan dari Biore ini mampu membersihkan dan mengangkat make up hingga bersih, bahkan yang tahan air sekalipun. Pembersih ini lebih praktis karena Anda bisa langsung menggunakannya pada wajah Anda. Dengan formula yang tidak mengandung alkohol, pembersih ini aman digunakan jenis kulit apapun dan bisa menjaga kelembapan alami wajah.
  
 Suitable for:
 Semua jenis kulit
 
 Ingredients:
 Mineral Oil, PEG-12 Laurate, Isododecane, Isopropyl Palmitate, Water, Polyglyceryl-2 Isostearate, Decyl Glucoside, Polysorbate 85, Glyceryl Oleate, Isostearic Acid, Isostearyl Glyceryl Ether, Myristyl Alcohol, Isostearyl Glyceryl Pentaerythrityl Ether, BHT, Fragrance, Citric Acid",Rp21.900,semua,"make , pembersih , tidak , makeup , kelembapan , jenis kulit , formula , jenis , menjaga , glucoside",Tidak
